"CUSTOMER_CODE","FIRSTNAME","LASTNAME"
"CUST0000012780","Vicki","Smith"
"CUST0000012781","Melvin","Sartin"
"CUST0000012782","Jeffrey","Donovan"
"CUST0000012783","Diane","Tesch"
"CUST0000012784","William","Vermeesch"
"CUST0000012785","Bruce","Smith"
"CUST0000012786","Lola","Mehta"
"CUST0000012787","Verna","White"
"CUST0000012788","Sara","Jacques"
"CUST0000012789","Anne","Dubiel"
"CUST0000012790","Walter","Brown"
"CUST0000012791","Daniel","Lundgren"
"CUST0000012792","Lucille","Linton"
"CUST0000012793","Ashley","Suomela"
"CUST0000012794","Stephen","Barnes"
"CUST0000012795","Wesley","Dombrowski"
"CUST0000012796","Kevin","Barstow"
"CUST0000012797","Barbara","Bridges"
"CUST0000012798","Tony","Cox"
"CUST0000012799","Heidi","Bennett"
"CUST0000012800","Chad","Miller"
"CUST0000012801","Lionel","Nickel"
"CUST0000012802","Robert","Nusbaum"
"CUST0000012803","Peter","Horton"
"CUST0000012804","Kevin","Sifuentes"
"CUST0000012805","Janet","Quay"
"CUST0000012806","Gerardo","Partin"
"CUST0000012807","Kirk","Wilkerson"
"CUST0000012808","Bruce","King"
"CUST0000012809","Brian","Hickey"
"CUST0000012810","Celina","Fasheh"
"CUST0000012811","Joel","Peacemaker"
"CUST0000012812","Eugene","Warren"
"CUST0000012813","Edwin","Sweet"
"CUST0000012814","Carmen","Gambone"
"CUST0000012815","Victor","Hite"
"CUST0000012816","Anthony","Remillard"
"CUST0000012817","Austin","Block"
"CUST0000012818","Matthew","Mullis"
"CUST0000012819","William","Lemmon"
"CUST0000012820","Adela","Henry"
"CUST0000012821","Craig","Marak"
"CUST0000012822","Gordon","Williams"
"CUST0000012823","Christopher","Huskey"
"CUST0000012824","Charles","Garcia"
"CUST0000012825","David","Mccalla"
"CUST0000012826","Barbara","Blake"
"CUST0000012827","Matthew","Steik"
"CUST0000012828","William","Garrett"
"CUST0000012829","Jacqueline","Bisard"
"CUST0000012830","Kurtis","Horne"
"CUST0000012831","Bertha","Camille"
"CUST0000012832","Bobbie","Goodwin"
"CUST0000012833","Everett","Cullen"
"CUST0000012834","Cory","Reynolds"
"CUST0000012835","Rita","Wilhelm"
"CUST0000012836","Alvin","Gantt"
"CUST0000012837","Kathleen","Faulk"
"CUST0000012838","Lakisha","Midgett"
"CUST0000012839","Calvin","Lynch"
"CUST0000012840","Deidre","Jones"
"CUST0000012841","Jamie","Evans"
"CUST0000012842","Mark","Deakins"
"CUST0000012843","Logan","Palmore"
"CUST0000012844","Betty","Smith"
"CUST0000012845","Carl","Roberts"
"CUST0000012846","Christopher","Richards"
"CUST0000012847","David","Kraus"
"CUST0000012848","Caryl","Price"
"CUST0000012849","Peggy","Ramirez"
"CUST0000012850","Donna","Crabtree"
"CUST0000012851","Don","Bardin"
"CUST0000012852","Sharon","Mojica"
"CUST0000012853","William","Mendez"
"CUST0000012854","Diana","Alexander"
"CUST0000012855","Calvin","Raby"
"CUST0000012856","Diana","Barcellos"
"CUST0000012857","Peter","Olson"
"CUST0000012858","Anthony","Cruz"
"CUST0000012859","Irene","Jett"
"CUST0000012860","Pearl","Murphy"
"CUST0000012861","David","Bess"
"CUST0000012862","Todd","Holland"
"CUST0000012863","Roberto","Busch"
"CUST0000012864","Shirley","Chrisman"
"CUST0000012865","Mark","Tran"
"CUST0000012866","Lee","Bagg"
"CUST0000012867","Julio","Case"
"CUST0000012868","Ruth","Katz"
"CUST0000012869","Nathan","Marquez"
"CUST0000012870","Marcus","Quisenberry"
"CUST0000012871","Pat","Romney"
"CUST0000012872","Freda","Waldren"
"CUST0000012873","Carl","Vahey"
"CUST0000012874","Juan","Healy"
"CUST0000012875","Ralph","Lux"
"CUST0000012876","Charles","Snell"
"CUST0000012877","Felipa","Johnson"
"CUST0000012878","Norma","Montoya"
"CUST0000012879","Morris","Moore"
"CUST0000012880","Ashley","Williams"
"CUST0000012881","Cathy","Karp"
"CUST0000012882","Antonio","Green"
"CUST0000012883","Joseph","Garcia"
"CUST0000012884","Mark","Montano"
"CUST0000012885","Matthew","Ali"
"CUST0000012886","Donald","Jawad"
"CUST0000012887","Whitney","Lewis"
"CUST0000012888","Tim","Beckstead"
"CUST0000012889","Janet","Mcmorran"
"CUST0000012890","Greg","Knight"
"CUST0000012891","Betty","Preston"
"CUST0000012892","Jennifer","Copeland"
"CUST0000012893","Shirley","Estes"
"CUST0000012894","Peter","Mccoggle"
"CUST0000012895","Donald","Boyd"
"CUST0000012896","Troy","Carroll"
"CUST0000012897","Carl","Stone"
"CUST0000012898","Manuel","Dunn"
"CUST0000012899","Fatima","Rosales"
"CUST0000012900","Greg","Delvalle"
"CUST0000012901","Maria","Hoch"
"CUST0000012902","Warren","Miller"
"CUST0000012903","Mary","Mcqueen"
"CUST0000012904","Betty","Roberts"
"CUST0000012905","Michelle","Luzar"
"CUST0000012906","Russell","Wilkins"
"CUST0000012907","Allison","Hunn"
"CUST0000012908","Luis","Gaskamp"
"CUST0000012909","James","Carlos"
"CUST0000012910","Daniel","Burns"
"CUST0000012911","Margaret","Gravitt"
"CUST0000012912","Paul","Gordon"
"CUST0000012913","Sue","Morales"
"CUST0000012914","Jose","Gamblin"
"CUST0000012915","Catalina","Braden"
"CUST0000012916","Teresa","Doung"
"CUST0000012917","David","Ross"
"CUST0000012918","Barbara","Helbert"
"CUST0000012919","Emma","Alexander"
"CUST0000012920","Lissette","Crews"
"CUST0000012921","Donita","Troupe"
"CUST0000012922","Alejandra","Stringfield"
"CUST0000012923","Jennifer","Geyer"
"CUST0000012924","Richard","Leftwich"
"CUST0000012925","Tracie","Dyson"
"CUST0000012926","Brice","Iacobelli"
"CUST0000012927","Rolf","Gutierrez"
"CUST0000012928","Barry","Lester"
"CUST0000012929","Miriam","Martinez"
"CUST0000012930","Elizabeth","Freeman"
"CUST0000012931","Diane","Grier"
"CUST0000012932","Jeanette","Haralson"
"CUST0000012933","Robert","Thompson"
"CUST0000012934","Michael","Damico"
"CUST0000012935","Anna","Johnson"
"CUST0000012936","Marion","Mariscal"
"CUST0000012937","Franklin","Suggett"
"CUST0000012938","Dalia","Deep"
"CUST0000012939","John","Lanzetta"
"CUST0000012940","Stephen","Barnum"
"CUST0000012941","Elizabeth","Moore"
"CUST0000012942","Diane","Place"
"CUST0000012943","William","Velasco"
"CUST0000012944","Sofia","Eversoll"
"CUST0000012945","Constance","Schultz"
"CUST0000012946","Francine","White"
"CUST0000012947","Ethel","Ward"
"CUST0000012948","Vivian","Allred"
"CUST0000012949","Lynette","Blackburn"
"CUST0000012950","Wendy","Alexander"
"CUST0000012951","John","Felix"
"CUST0000012952","Gaylord","Shortino"
"CUST0000012953","Michele","Weber"
"CUST0000012954","Maricela","Mitchell"
"CUST0000012955","Anthony","Myers"
"CUST0000012956","Katherine","Yarbrough"
"CUST0000012957","Norris","Sweeney"
"CUST0000012958","Denise","Richards"
"CUST0000012959","Wesley","Schmitz"
"CUST0000012960","Joseph","Loth"
"CUST0000012961","Glenn","Imlay"
"CUST0000012962","Jeffrey","Whelan"
"CUST0000012963","Keith","Inman"
"CUST0000012964","Billy","Evans"
"CUST0000012965","Margaret","Trevino"
"CUST0000012966","Patricia","Bish"
"CUST0000012967","Francisco","Schwindt"
"CUST0000012968","Chris","Sheets"
"CUST0000012969","Christine","Jarvis"
"CUST0000012970","Sheryl","Tinkle"
"CUST0000012971","Vickie","Eledge"
"CUST0000012972","Shelley","Hildebrandt"
"CUST0000012973","Cheryl","Mcqueeney"
"CUST0000012974","George","Christopherso"
"CUST0000012975","Francisco","Robinson"
"CUST0000012976","Brian","Vandiford"
"CUST0000012977","Roberto","Donahue"
"CUST0000012978","Jeffery","Morrow"
"CUST0000012979","Dale","Steward"
"CUST0000012980","Tristan","Davis"
"CUST0000012981","Meghan","Sterner"
"CUST0000012982","Denise","Anderson"
"CUST0000012983","Nancy","Chan"
"CUST0000012984","Tonya","Ellison"
"CUST0000012985","Rodney","Harris"
"CUST0000012986","Faye","Goldsmith"
"CUST0000012987","Rafael","Leyva"
"CUST0000012988","Patrick","Scarborough"
"CUST0000012989","Darrell","Smith"
"CUST0000012990","Marian","Lacy"
"CUST0000012991","Geoffrey","Collins"
"CUST0000012992","Steven","Juneau"
"CUST0000012993","Shane","Beauchemin"
"CUST0000012994","Julienne","Young"
"CUST0000012995","Mark","Rogers"
"CUST0000012996","George","Mutz"
"CUST0000012997","James","Maher"
"CUST0000012998","Jeana","Bright"
"CUST0000012999","Jennifer","Chico"
"CUST0000013000","Nora","Roberts"
"CUST0000013001","Martha","Forester"
"CUST0000013002","Janice","Rogers"
"CUST0000013003","Kenneth","Dodge"
"CUST0000013004","Karen","Prather"
"CUST0000013005","Donna","Barrett"
"CUST0000013006","Bertha","Underwood"
"CUST0000013007","Jessica","Oddi"
"CUST0000013008","Gerald","Flowers"
"CUST0000013009","Allison","Ell"
"CUST0000013010","Richard","Williams"
"CUST0000013011","Julie","Salamy"
"CUST0000013012","Candy","Wood"
"CUST0000013013","Kaitlin","Obryan"
"CUST0000013014","Robert","Greenwood"
"CUST0000013015","Maria","Kieffer"
"CUST0000013016","Liz","Vela"
"CUST0000013017","Donald","Choi"
"CUST0000013018","Bobby","Eger"
"CUST0000013019","Frank","Guizar"
"CUST0000013020","Kimberly","Williams"
"CUST0000013021","Angela","Fowler"
"CUST0000013022","Ronald","Kochel"
"CUST0000013023","James","Rogers"
"CUST0000013024","Steve","Romanik"
"CUST0000013025","Daniel","Saine"
"CUST0000013026","Dessie","Blades"
"CUST0000013027","Joaquin","Dinkins"
"CUST0000013028","Timothy","Walker"
"CUST0000013029","Shelby","Pastian"
"CUST0000013030","Craig","Barta"
"CUST0000013031","Christina","Fortenberry"
"CUST0000013032","John","Garrison"
"CUST0000013033","Michael","Nopper"
"CUST0000013034","Christine","Stiles"
"CUST0000013035","Richard","Eades"
"CUST0000013036","Pauline","Polich"
"CUST0000013037","Thomas","Brassard"
"CUST0000013038","Donald","Lamarre"
"CUST0000013039","Estelle","Allen"
"CUST0000013040","Delicia","Stott"
"CUST0000013041","Latoya","Valdivia"
"CUST0000013042","Thomas","Ryan"
"CUST0000013043","Steven","Harris"
"CUST0000013044","Della","Williams"
"CUST0000013045","Frances","Lemmon"
"CUST0000013046","Michelle","Redmond"
"CUST0000013047","Louise","Fowler"
"CUST0000013048","Isaac","Gregory"
"CUST0000013049","Terrie","Brown"
"CUST0000013050","Dwayne","Pitts"
"CUST0000013051","Thomas","Keogh"
"CUST0000013052","Joseph","Baginski"
"CUST0000013053","Myrtle","Berlin"
"CUST0000013054","Michael","Martinez"
"CUST0000013055","Craig","Young"
"CUST0000013056","Wilmer","Riggs"
"CUST0000013057","Michelle","Smith"
"CUST0000013058","James","Schmidt"
"CUST0000013059","Joy","Hastings"
"CUST0000013060","Creola","Keisel"
"CUST0000013061","Richard","Wills"
"CUST0000013062","Jessie","Rock"
"CUST0000013063","Susan","Kim"
"CUST0000013064","George","Macdonald"
"CUST0000013065","Nicolas","Peterson"
"CUST0000013066","Paul","Carr"
"CUST0000013067","Gertrude","Woodbury"
"CUST0000013068","Lilly","Lunsford"
"CUST0000013069","Philip","Rasmussen"
"CUST0000013070","Alice","Smith"
"CUST0000013071","Kimberley","Milne"
"CUST0000013072","David","Mclean"
"CUST0000013073","John","Tinnin"
"CUST0000013074","Susan","Boyer"
"CUST0000013075","Mary","Pelton"
"CUST0000013076","Roberto","Jones"
"CUST0000013077","Walter","Arleth"
"CUST0000013078","Alicia","Ford"
"CUST0000013079","Pauline","Fair"
"CUST0000013080","Wanda","Vandyke"
"CUST0000013081","James","Martin"
"CUST0000013082","Odis","Barbara"
"CUST0000013083","Michael","Santiago"
"CUST0000013084","Marlena","Cardoso"
"CUST0000013085","Lelia","Bennett"
"CUST0000013086","Jackie","Smith"
"CUST0000013087","Sara","Jones"
"CUST0000013088","Mary","Crowell"
"CUST0000013089","Patricia","James"
"CUST0000013090","Jerry","Bales"
"CUST0000013091","Erin","Ross"
"CUST0000013092","Terrance","Johnston"
"CUST0000013093","David","Garcia"
"CUST0000013094","Sharon","Huttar"
"CUST0000013095","Roger","Harrison"
"CUST0000013096","Russell","Abbott"
"CUST0000013097","Annett","Kilgore"
"CUST0000013098","Nathan","Holland"
"CUST0000013099","Juan","Cheng"
"CUST0000013100","Linda","Williams"
"CUST0000013101","Bertha","Norfleet"
"CUST0000013102","Roger","Moore"
"CUST0000013103","Larry","Villanveva"
"CUST0000013104","Marsha","Sinisi"
"CUST0000013105","Patrick","Staggs"
"CUST0000013106","Elizabeth","Carlisle"
"CUST0000013107","Joyce","Kiely"
"CUST0000013108","Cynthia","King"
"CUST0000013109","Warren","Woodhams"
"CUST0000013110","Franklin","Graves"
"CUST0000013111","May","Deans"
"CUST0000013112","Barry","Vansickle"
"CUST0000013113","Annette","Bohon"
"CUST0000013114","Mary","Lopez"
"CUST0000013115","Patricia","Hodgkiss"
"CUST0000013116","George","Killeen"
"CUST0000013117","David","Burciaga"
"CUST0000013118","Marlene","Garramone"
"CUST0000013119","Jerry","Threatt"
"CUST0000013120","David","Felch"
"CUST0000013121","Leroy","Rivera"
"CUST0000013122","Michael","Peltier"
"CUST0000013123","Elizabeth","Wheeler"
"CUST0000013124","James","Packard"
"CUST0000013125","Tamika","Rice"
"CUST0000013126","Samuel","Bronson"
"CUST0000013127","Michael","Price"
"CUST0000013128","Joseph","Turner"
"CUST0000013129","Debra","Manning"
"CUST0000013130","Nicole","Howerton"
"CUST0000013131","Joseph","Sherry"
"CUST0000013132","Benjamin","Johnson"
"CUST0000013133","George","Sampsell"
"CUST0000013134","Stephany","Paul"
"CUST0000013135","Ralph","Paquette"
"CUST0000013136","Maria","Basha"
"CUST0000013137","Rachael","Claar"
"CUST0000013138","John","Branham"
"CUST0000013139","Randal","Peterson"
"CUST0000013140","Jenna","Patterson"
"CUST0000013141","Ruth","Fisher"
"CUST0000013142","Josephine","Taylor"
"CUST0000013143","John","Yong"
"CUST0000013144","Barbara","Green"
"CUST0000013145","Lee","Sprague"
"CUST0000013146","Alfredo","Marshall"
"CUST0000013147","Carolyn","Leaf"
"CUST0000013148","Diane","Simpson"
"CUST0000013149","Matthew","Lester"
"CUST0000013150","Louella","Hernandez"
"CUST0000013151","Jim","Aronson"
"CUST0000013152","Cynthia","Mcgee"
"CUST0000013153","Rebecca","Moreau"
"CUST0000013154","Tammy","Mitkowski"
"CUST0000013155","Sandra","Bouillon"
"CUST0000013156","Christine","Johnson"
"CUST0000013157","Mary","Speedy"
"CUST0000013158","Lisa","Dasilva"
"CUST0000013159","David","Murry"
"CUST0000013160","Erik","Smith"
"CUST0000013161","Roy","Teed"
"CUST0000013162","Floyd","Harper"
"CUST0000013163","Jon","Moore"
"CUST0000013164","Karen","Escalante"
"CUST0000013165","Annette","Auld"
"CUST0000013166","Adrian","Peckenpaugh"
"CUST0000013167","Joshua","Arostegui"
"CUST0000013168","Sasha","Partain"
"CUST0000013169","Mike","Wilson"
"CUST0000013170","Jonathan","Cook"
"CUST0000013171","Michael","Anklam"
"CUST0000013172","Geraldine","Miller"
"CUST0000013173","Michael","Richart"
"CUST0000013174","Barbara","Cruz"
"CUST0000013175","Jeffrey","Westphalen"
"CUST0000013176","Allen","Stratton"
"CUST0000013177","Lorraine","Johnson"
"CUST0000013178","William","Leite"
"CUST0000013179","Robert","Gauthier"
"CUST0000013180","Rita","Tesoriero"
"CUST0000013181","Robert","English"
"CUST0000013182","Barbara","Dutchess"
"CUST0000013183","Susan","Peterson"
"CUST0000013184","John","Corwin"
"CUST0000013185","Clyde","Carson"
"CUST0000013186","Linda","Rosas"
"CUST0000013187","Lindsey","Carter"
"CUST0000013188","Charlotte","Miranda"
"CUST0000013189","Jose","Hoggard"
"CUST0000013190","Arlene","Rodenberger"
"CUST0000013191","Jennifer","Wilkerson"
"CUST0000013192","Cecelia","Nelson"
"CUST0000013193","Patricia","Kreiman"
"CUST0000013194","George","Surdam"
"CUST0000013195","James","Blodgett"
"CUST0000013196","Olga","Doughty"
"CUST0000013197","Ethel","Blair"
"CUST0000013198","Robin","Cuzco"
"CUST0000013199","Juan","Allen"
"CUST0000013200","Eric","Duncan"
"CUST0000013201","Donald","Woolever"
"CUST0000013202","Kathryn","Bard"
"CUST0000013203","Mary","Gore"
"CUST0000013204","Tuan","Kee"
"CUST0000013205","Jose","Sanchez"
"CUST0000013206","Otis","Rivers"
"CUST0000013207","Patricia","Beach"
"CUST0000013208","Randall","Wassinger"
"CUST0000013209","Amy","Rodriquez"
"CUST0000013210","Doris","Finwall"
"CUST0000013211","Mary","Neel"
"CUST0000013212","Kathleen","Nelson"
"CUST0000013213","Veronica","Saunders"
"CUST0000013214","Stella","Shull"
"CUST0000013215","Charles","Bell"
"CUST0000013216","Betty","Cortez"
"CUST0000013217","Bonnie","Randle"
"CUST0000013218","Jennefer","Wells"
"CUST0000013219","Martha","Thomas"
"CUST0000013220","Joseph","Hull"
"CUST0000013221","Dustin","Reilly"
"CUST0000013222","Dean","Strohl"
"CUST0000013223","Ann","Hardy"
"CUST0000013224","Agnes","Cruz"
"CUST0000013225","Edmund","Winters"
"CUST0000013226","Connie","Gelormino"
"CUST0000013227","Doreen","Derry"
"CUST0000013228","Yvette","Cameron"
"CUST0000013229","Janet","Smith"
"CUST0000013230","Adam","Stratton"
"CUST0000013231","Dena","Spencer"
"CUST0000013232","Christine","Roberts"
"CUST0000013233","Don","Loreto"
"CUST0000013234","Tempie","Walker"
"CUST0000013235","Stephen","Jackson"
"CUST0000013236","Amber","Neilan"
"CUST0000013237","Charles","Blackwell"
"CUST0000013238","Michelle","Tam"
"CUST0000013239","Joe","Gardner"
"CUST0000013240","Charles","Parkman"
"CUST0000013241","Maurice","Helmick"
"CUST0000013242","America","Gonzalez"
"CUST0000013243","Chastity","Gonzales"
"CUST0000013244","Lanita","Carroll"
"CUST0000013245","Ronald","Turner"
"CUST0000013246","Melissia","Jamison"
"CUST0000013247","Charles","Hairston"
"CUST0000013248","Olive","Whiteside"
"CUST0000013249","Russell","Barrett"
"CUST0000013250","Yvonne","Robinson"
"CUST0000013251","John","Alvarez"
"CUST0000013252","Timothy","Williams"
"CUST0000013253","Phyllis","Lippincott"
"CUST0000013254","Erica","Bailey"
"CUST0000013255","Amparo","Wilson"
"CUST0000013256","Brittany","Paez"
"CUST0000013257","Craig","Collin"
"CUST0000013258","Joseph","Gallegos"
"CUST0000013259","Carol","Grijalva"
"CUST0000013260","Roy","Derrick"
"CUST0000013261","Lucille","Dixon"
"CUST0000013262","Dawn","Evans"
"CUST0000013263","Sue","Houser"
"CUST0000013264","David","Hyneman"
"CUST0000013265","Lydia","Dungey"
"CUST0000013266","Theodore","Tenaglia"
"CUST0000013267","Glenda","Camarillo"
"CUST0000013268","Alessandra","Brown"
"CUST0000013269","Henry","Slavin"
"CUST0000013270","Sharon","Reed"
"CUST0000013271","Evelyn","Hadaway"
"CUST0000013272","John","Wagner"
"CUST0000013273","Randy","Bean"
"CUST0000013274","Donna","Santiago"
"CUST0000013275","Charles","Martin"
"CUST0000013276","Judith","Tyska"
"CUST0000013277","Don","Morgan"
"CUST0000013278","Shirley","Alfaro"
"CUST0000013279","Joan","Hyde"
"CUST0000013280","Jo","Skelton"
"CUST0000013281","Stephanie","Gibbs"
"CUST0000013282","Janise","Wilson"
"CUST0000013283","Julia","Tillery"
"CUST0000013284","Jennifer","Leitheiser"
"CUST0000013285","Santiago","Colombo"
"CUST0000013286","Angela","Adams"
"CUST0000013287","Sharon","Cotton"
"CUST0000013288","Sara","Albers"
"CUST0000013289","Debora","Love"
"CUST0000013290","Mary","Sifuentes"
"CUST0000013291","Kyle","Thomas"
"CUST0000013292","Jovita","Jenkins"
"CUST0000013293","Nicole","Moore"
"CUST0000013294","Marjorie","Ashley"
"CUST0000013295","Flora","Shetler"
"CUST0000013296","Courtney","Brady"
"CUST0000013297","Mary","Kisicki"
"CUST0000013298","Tara","Thomas"
"CUST0000013299","James","Guerrero"
"CUST0000013300","Olga","Grant"
"CUST0000013301","Sandra","Barnett"
"CUST0000013302","Richard","White"
"CUST0000013303","John","Quesada"
"CUST0000013304","Wayne","Rodriguez"
"CUST0000013305","Edwin","Lawless"
"CUST0000013306","Sarah","Blount"
"CUST0000013307","Lenore","Driever"
"CUST0000013308","Nicole","Vaughn"
"CUST0000013309","Linda","Fink"
"CUST0000013310","Thomas","Valencia"
"CUST0000013311","Christian","Rivera"
"CUST0000013312","Jerry","Montes"
"CUST0000013313","Milo","Bonniwell"
"CUST0000013314","Margo","Jarvis"
"CUST0000013315","George","Anderson"
"CUST0000013316","Bobby","Davis"
"CUST0000013317","Jacqueline","Woods"
"CUST0000013318","Patrick","Meffert"
"CUST0000013319","Richard","Shook"
"CUST0000013320","Mary","Sittre"
"CUST0000013321","Michael","Anderson"
"CUST0000013322","Guadalupe","Bowen"
"CUST0000013323","Taylor","Deleon"
"CUST0000013324","Edward","Mann"
"CUST0000013325","Carl","Brawley"
"CUST0000013326","Barry","Akers"
"CUST0000013327","Brian","Green"
"CUST0000013328","David","Mcgee"
"CUST0000013329","Elvin","Mason"
"CUST0000013330","Agnes","Harned"
"CUST0000013331","Frank","Mckay"
"CUST0000013332","Tyra","Joseph"
"CUST0000013333","Samantha","Daniels"
"CUST0000013334","Erick","Ellenberger"
"CUST0000013335","Maria","Berman"
"CUST0000013336","John","Costa"
"CUST0000013337","Mary","Mccord"
"CUST0000013338","Robert","Lowe"
"CUST0000013339","Norma","Pellegrino"
"CUST0000013340","Charles","Yu"
"CUST0000013341","Freda","Clark"
"CUST0000013342","Mary","Schmitt"
"CUST0000013343","Charity","Crawford"
"CUST0000013344","Dorothy","Webster"
"CUST0000013345","Hazel","Hall"
"CUST0000013346","Sandra","Kusel"
"CUST0000013347","Charleen","Umberger"
"CUST0000013348","Theresa","Fisher"
"CUST0000013349","Mary","Williams"
"CUST0000013350","Oliver","Mcgovern"
"CUST0000013351","Mary","Samber"
"CUST0000013352","Gina","Bravo"
"CUST0000013353","Louise","Lim"
"CUST0000013354","Robert","Nino"
"CUST0000013355","Melissa","Evans"
"CUST0000013356","Janice","Clayton"
"CUST0000013357","Nathaniel","Gehrmann"
"CUST0000013358","Robert","Wood"
"CUST0000013359","Joyce","Lynn"
"CUST0000013360","Jesus","Williams"
"CUST0000013361","Michael","Olson"
"CUST0000013362","Nadine","Carroll"
"CUST0000013363","Regina","Rice"
"CUST0000013364","Sara","Watts"
"CUST0000013365","Traci","Gustafson"
"CUST0000013366","Ruby","Rudolph"
"CUST0000013367","Suzanne","Lombard"
"CUST0000013368","Devin","Chavez"
"CUST0000013369","Heidi","Cline"
"CUST0000013370","Victor","Simmons"
"CUST0000013371","Janet","Ferguson"
"CUST0000013372","Tameka","Moore"
"CUST0000013373","Eugene","Novak"
"CUST0000013374","Ronald","Rose"
"CUST0000013375","Jean","Owens"
"CUST0000013376","Adam","Arvin"
"CUST0000013377","Hilaria","Sanchez"
"CUST0000013378","Lester","Taylor"
"CUST0000013379","Frances","Watson"
"CUST0000013380","Mark","Rhodes"
"CUST0000013381","Charles","Cofer"
"CUST0000013382","Bryan","Williams"
"CUST0000013383","Gerald","Brown"
"CUST0000013384","James","Taylor"
"CUST0000013385","Jeffrey","Aviles"
"CUST0000013386","Cary","Rockmore"
"CUST0000013387","Jean","Karge"
"CUST0000013388","Debra","Daub"
"CUST0000013389","Alfred","Morris"
"CUST0000013390","Martha","Ball"
"CUST0000013391","Ronald","Kneeland"
"CUST0000013392","Stella","Ryan"
"CUST0000013393","Gloria","Hunter"
"CUST0000013394","Angela","Rosenberg"
"CUST0000013395","Nina","Howell"
"CUST0000013396","Carman","Luker"
"CUST0000013397","Ruth","Okane"
"CUST0000013398","Ronald","Quinones"
"CUST0000013399","William","Heinrich"
"CUST0000013400","Tonya","Castrejon"
"CUST0000013401","Sonia","Hill"
"CUST0000013402","Martha","Cipkowski"
"CUST0000013403","Herman","Mason"
"CUST0000013404","Geneva","Kennon"
"CUST0000013405","Katherine","Crawford"
"CUST0000013406","Alejandra","Gerard"
"CUST0000013407","Michael","Pate"
"CUST0000013408","Walter","Bachorski"
"CUST0000013409","Annie","Greene"
"CUST0000013410","Cynthia","Sierra"
"CUST0000013411","Linda","Karth"
"CUST0000013412","Andres","Siegrist"
"CUST0000013413","Sara","Swift"
"CUST0000013414","James","Cotton"
"CUST0000013415","Brian","Pinkston"
"CUST0000013416","Stella","Spoon"
"CUST0000013417","Debby","Wood"
"CUST0000013418","Tracy","Tucker"
"CUST0000013419","Jeffrey","Champine"
"CUST0000013420","Lowell","Garcia"
"CUST0000013421","Leroy","Henderson"
"CUST0000013422","Juli","Aguilar"
"CUST0000013423","Gloria","Knowles"
"CUST0000013424","Luz","Wolfe"
"CUST0000013425","Ruben","Warren"
"CUST0000013426","Gordon","Richter"
"CUST0000013427","Rose","Johnson"
"CUST0000013428","Anita","Greer"
"CUST0000013429","Linda","Hazzard"
"CUST0000013430","Louis","Shields"
"CUST0000013431","Doug","Sanchez"
"CUST0000013432","Herman","Lorenzen"
"CUST0000013433","William","Rimer"
"CUST0000013434","Christina","Valentino"
"CUST0000013435","Johanna","Dunn"
"CUST0000013436","Brian","Shelby"
"CUST0000013437","Wayne","Overstreet"
"CUST0000013438","Eric","Smith"
"CUST0000013439","Betty","Meckes"
"CUST0000013440","Ruth","Smith"
"CUST0000013441","Catherine","Jackson"
"CUST0000013442","Jimmie","Schneider"
"CUST0000013443","Maria","Gray"
"CUST0000013444","Leticia","Audet"
"CUST0000013445","Andrew","Dittman"
"CUST0000013446","Mark","Jackson"
"CUST0000013447","Mary","Mullins"
"CUST0000013448","Dewayne","Leblanc"
"CUST0000013449","Rick","Emerald"
"CUST0000013450","Mark","Peveto"
"CUST0000013451","Denise","Delgado"
"CUST0000013452","Justin","Saravia"
"CUST0000013453","John","Flores"
"CUST0000013454","Samantha","Mansfield"
"CUST0000013455","Dennis","Pavich"
"CUST0000013456","Maria","Bailey"
"CUST0000013457","Olga","Marlow"
"CUST0000013458","Long","Schulze"
"CUST0000013459","Lee","Conley"
"CUST0000013460","Cornelia","Keene"
"CUST0000013461","Sherrie","Lemon"
"CUST0000013462","Peter","Ladner"
"CUST0000013463","Ray","Dejesus"
"CUST0000013464","Cierra","Seeley"
"CUST0000013465","Christopher","Moffatt"
"CUST0000013466","Sharon","Marks"
"CUST0000013467","Elizabeth","Smith"
"CUST0000013468","William","Perrault"
"CUST0000013469","Joyce","Hickam"
"CUST0000013470","David","Bernal"
"CUST0000013471","Robert","Close"
"CUST0000013472","Stan","Javier"
"CUST0000013473","John","Pontious"
"CUST0000013474","Kenneth","Tronaas"
"CUST0000013475","George","Silverberg"
"CUST0000013476","Steve","Woods"
"CUST0000013477","Robbie","Carter"
"CUST0000013478","Donna","Burrows"
"CUST0000013479","Richard","Baker"
"CUST0000013480","Christine","Morris"
"CUST0000013481","Clarence","Chamness"
"CUST0000013482","Penny","Gonyea"
"CUST0000013483","Timothy","Stoltzfus"
"CUST0000013484","Elena","Strickland"
"CUST0000013485","Donna","Hanrahan"
"CUST0000013486","Theresa","Lohrenz"
"CUST0000013487","Sandra","Whitley"
"CUST0000013488","Spencer","Baker"
"CUST0000013489","Nancy","Ortez"
"CUST0000013490","Robert","Ellison"
"CUST0000013491","Starla","Boon"
"CUST0000013492","Brad","Espinoza"
"CUST0000013493","Brian","Parent"
"CUST0000013494","Aaron","Jackson"
"CUST0000013495","Helene","Cook"
"CUST0000013496","Nadine","Singleton"
"CUST0000013497","Andrea","Tyler"
"CUST0000013498","Kenneth","Blank"
"CUST0000013499","Keith","Howard"
"CUST0000013500","Earl","Lee"
"CUST0000013501","Michael","Stuckey"
